año,mes,energia_gwh,potencia_mw,time_idx,mes_pasado,este,norte,sur
2020,6,221.002491,57.46263600000001,102,203.57721,1,0,0
2020,7,238.366359,63.026864,103,221.002491,1,0,0
2020,8,241.66185000000002,63.718074,104,238.366359,1,0,0
2020,9,251.880566,58.550551999999996,105,241.66185000000002,1,0,0
2020,10,235.525137,59.25713999999998,106,251.880566,1,0,0
2020,11,212.072667,53.376675999999996,107,235.525137,1,0,0
2020,12,210.423115,58.116984,108,212.072667,1,0,0
2021,1,207.63363900000002,105.0349044,109,210.423115,1,0,0
2021,2,194.401152,97.71598420000001,110,207.63363900000002,1,0,0
2021,3,208.822934,96.8200526,111,194.401152,1,0,0
2021,4,199.425139,103.2593544,112,208.822934,1,0,0
2021,5,212.337237,96.820864,113,199.425139,1,0,0
2021,6,207.27606300000002,96.214,114,212.337237,1,0,0
2021,7,215.995232,95.56197039999999,115,207.27606300000002,1,0,0
2021,8,217.930676,111.729853,116,215.995232,1,0,0
2021,9,226.180052,99.7377894,117,217.930676,1,0,0
2021,10,221.22889600000002,97.8621142,118,226.180052,1,0,0
2021,11,224.60543,100.4675236,119,221.22889600000002,1,0,0
2021,12,209.818462,106.26498080000002,120,224.60543,1,0,0
2022,1,206.54179,95.5839974,121,209.818462,1,0,0
2022,2,208.895981,97.43016700000001,122,206.54179,1,0,0
2022,3,220.34886799999998,95.4921214,123,208.895981,1,0,0
2022,4,220.70826499999998,98.40079779999999,124,220.34886799999998,1,0,0
2022,5,214.148621,96.3607188,125,220.70826499999998,1,0,0
2022,6,222.357809,96.6915544,126,214.148621,1,0,0
2022,7,229.50121000000001,98.804135,127,222.357809,1,0,0
2022,8,303.88027900000003,135.1462304,128,229.50121000000001,1,0,0
2022,9,276.58578600000004,115.5857188,129,303.88027900000003,1,0,0
2022,10,278.00290299999995,114.96370940000001,130,276.58578600000004,1,0,0
2022,11,293.645041,117.2620518,131,278.00290299999995,1,0,0
2022,12,400.95364500000005,116.72690800000001,132,293.645041,1,0,0
2023,1,300.62,113.668,133,400.95364500000005,1,0,0
2023,2,230.25,111.566,134,300.62,1,0,0
2023,3,250.75,118.144,135,230.25,1,0,0
2023,4,248.24,119.518,136,250.75,1,0,0
2023,5,267.54,120.14200000000001,137,248.24,1,0,0
2023,6,292.35,125.276,138,267.54,1,0,0
2023,7,291.13,125.21,139,292.35,1,0,0
2023,8,287.79999999999995,130.078,140,291.13,1,0,0
2023,9,292.32,133.318,141,287.79999999999995,1,0,0
2023,10,295.15999999999997,128.01600000000002,142,292.32,1,0,0
2023,11,273.78,125.58399999999999,143,295.15999999999997,1,0,0
2023,12,252.01,125.40799999999999,144,273.78,1,0,0
2024,1,249.81,133.43599999999998,145,252.01,1,0,0
2024,2,244.09,128.82199999999997,146,249.81,1,0,0
2024,3,260.78,131.296,147,244.09,1,0,0
2024,4,279.02,127.924,148,260.78,1,0,0
2024,5,276.22,130.586,149,279.02,1,0,0
2024,6,297.96999999999997,134.14000000000001,150,276.22,1,0,0
2024,7,344.08,139.92000000000002,151,297.96999999999997,1,0,0
2024,8,334.89,161.062,152,344.08,1,0,0
2024,9,311.90520000000004,138.2616,153,334.89,1,0,0
2024,10,318.799117,133.8818284,154,311.90520000000004,1,0,0
2024,11,297.513366,134.6628206,155,318.799117,1,0,0
2024,12,271.91089700000003,134.08738320000003,156,297.513366,1,0,0
2012,1,186.98920392000005,56.017457,1,134.149974,0,1,0
2012,2,185.09275595399998,55.46362619999998,2,186.98920392000005,0,1,0
2012,3,184.15120852500002,57.116279599999984,3,185.09275595399998,0,1,0
2012,4,187.34848499999998,53.168898399999975,4,184.15120852500002,0,1,0
2012,5,186.075337,55.07557199999999,5,187.34848499999998,0,1,0
2012,6,213.469776,61.804139600000006,6,186.075337,0,1,0
2012,7,212.861707,57.123048600000004,7,213.469776,0,1,0
2012,8,221.89091000000002,59.15621500000001,8,212.861707,0,1,0
2012,9,202.738587,58.68664620000002,9,221.89091000000002,0,1,0
2012,10,202.126218,59.201738,10,202.738587,0,1,0
2012,11,198.480595,59.36930239999998,11,202.126218,0,1,0
2012,12,163.415615,43.650517,12,198.480595,0,1,0
2013,1,183.28061,61.9461172,13,163.415615,0,1,0
2013,2,181.50444499999998,60.171235,14,183.28061,0,1,0
2013,3,177.181106,60.860748999999956,15,181.50444499999998,0,1,0
2013,4,187.087816,60.681109800000016,16,177.181106,0,1,0
2013,5,197.383377,61.800069599999986,17,187.087816,0,1,0
2013,6,203.11070999999998,61.6887996,18,197.383377,0,1,0
2013,7,202.72409299999998,61.43055979999999,19,203.11070999999998,0,1,0
2013,8,214.700234,61.5382928,20,202.72409299999998,0,1,0
2013,9,219.44109,62.297253000000026,21,214.700234,0,1,0
2013,10,214.217827,61.4474724,22,219.44109,0,1,0
2013,11,216.205232,60.568265199999985,23,214.217827,0,1,0
2013,12,206.283672,62.12769060000001,24,216.205232,0,1,0
2014,1,201.8709,62.02981239999997,25,206.283672,0,1,0
2014,2,192.86897199999999,60.4580202,26,201.8709,0,1,0
2014,3,191.76817,61.064800799999986,27,192.86897199999999,0,1,0
2014,4,206.141807,60.99387639999998,28,191.76817,0,1,0
2014,5,214.66266000000002,61.29313399999999,29,206.141807,0,1,0
2014,6,218.943762,61.93509399999998,30,214.66266000000002,0,1,0
2014,7,226.723241,62.462090799999984,31,218.943762,0,1,0
2014,8,235.812975,63.771981800000006,32,226.723241,0,1,0
2014,9,234.30985700000002,63.8665494,33,235.812975,0,1,0
2014,10,222.714741,63.79573599999999,34,234.30985700000002,0,1,0
2014,11,231.15222699999998,63.672799999999995,35,222.714741,0,1,0
2014,12,211.221555,63.2214,36,231.15222699999998,0,1,0
2015,1,212.489104,63.747279800000015,37,211.221555,0,1,0
2015,2,208.547811,63.55111600000002,38,212.489104,0,1,0
2015,3,205.60144100000002,63.99987420000002,39,208.547811,0,1,0
2015,4,218.878934,65.42813860000003,40,205.60144100000002,0,1,0
2015,5,231.086385,66.16478520000001,41,218.878934,0,1,0
2015,6,232.269543,66.14911320000002,42,231.086385,0,1,0
2015,7,231.802099,66.3073744,43,232.269543,0,1,0
2015,8,247.88602600000002,66.56503460000002,44,231.802099,0,1,0
2015,9,252.12926800000002,67.26016700000001,45,247.88602600000002,0,1,0
2015,10,243.69010500000002,67.27258800000001,46,252.12926800000002,0,1,0
2015,11,246.50198,67.50755860000001,47,243.69010500000002,0,1,0
2015,12,224.401364,68.1095608,48,246.50198,0,1,0
2016,1,223.584348,68.46456500000001,49,224.401364,0,1,0
2016,2,221.406104,67.27112880000001,50,223.584348,0,1,0
2016,3,214.148676,67.7677262,51,221.406104,0,1,0
2016,4,235.95317,68.1696882,52,214.148676,0,1,0
2016,5,238.93088699999998,67.847096,53,235.95317,0,1,0
2016,6,250.22761400000002,68.0871082,54,238.93088699999998,0,1,0
2016,7,253.889452,67.77249020000001,55,250.22761400000002,0,1,0
2016,8,264.11179400000003,68.3551222,56,253.889452,0,1,0
2016,9,263.571677,68.56440219999999,57,264.11179400000003,0,1,0
2016,10,257.611004,69.0543692,58,263.571677,0,1,0
2016,11,250.75714200000002,69.07953159999998,59,257.611004,0,1,0
2016,12,227.43,69.5,60,250.75714200000002,0,1,0
2017,1,234.45074599999998,69.73993959999999,61,227.43,0,1,0
2017,2,221.73629,69.5325018,62,234.45074599999998,0,1,0
2017,3,219.809997,70.25141140000001,63,221.73629,0,1,0
2017,4,237.86,70.71799999999999,64,219.809997,0,1,0
2017,5,237.038331,70.0298786,65,237.86,0,1,0
2017,6,264.401144,70.623852,66,237.038331,0,1,0
2017,7,268.068213,70.6060444,67,264.401144,0,1,0
2017,8,281.77,70.906,68,268.068213,0,1,0
2017,9,281.82040400000005,70.34305320000001,69,281.77,0,1,0
2017,10,264.61,71.708,70,281.82040400000005,0,1,0
2017,11,273.73502199999996,68.30890240000002,71,264.61,0,1,0
2017,12,250.99145,71.7174578,72,273.73502199999996,0,1,0
2018,1,249.29974099999998,71.73585940000001,73,250.99145,0,1,0
2018,2,241.717784,71.72308560000002,74,249.29974099999998,0,1,0
2018,3,225.343311,72.22475900000002,75,241.717784,0,1,0
2018,4,249.546114,72.536834,76,225.343311,0,1,0
2018,5,270.750246,73.4415438,77,249.546114,0,1,0
2018,6,279.70675900000003,73.33787559999999,78,270.750246,0,1,0
2018,7,287.60371299999997,73.9880326,79,279.70675900000003,0,1,0
2018,8,302.33784,74.0531116,80,287.60371299999997,0,1,0
2018,9,299.642789,74.41566040000001,81,302.33784,0,1,0
2018,10,285.470884,74.66962659999999,82,299.642789,0,1,0
2018,11,287.469295,76.4567416,83,285.470884,0,1,0
2018,12,276.70912599999997,76.25467619999999,84,287.469295,0,1,0
2019,1,269.341807,76.8381306,85,276.70912599999997,0,1,0
2019,2,263.455549,74.7216454,86,269.341807,0,1,0
2019,3,252.32506800000002,74.61577440000002,87,263.455549,0,1,0
2019,4,272.926064,74.8861676,88,252.32506800000002,0,1,0
2019,5,283.04522199999997,75.489287,89,272.926064,0,1,0
2019,6,301.970769,76.2472236,90,283.04522199999997,0,1,0
2019,7,308.755457,77.2146034,91,301.970769,0,1,0
2019,8,325.57929,77.5378104,92,308.755457,0,1,0
2019,9,327.284759,81.44724580000005,93,325.57929,0,1,0
2019,10,309.69712799999996,75.4494268,94,327.284759,0,1,0
2019,11,320.662678,78.61869800000001,95,309.69712799999996,0,1,0
2019,12,289.554809,79.419967,96,320.662678,0,1,0
2020,1,283.789681,78.56475039999998,97,289.554809,0,1,0
2020,2,273.663882,77.6697316,98,283.789681,0,1,0
2020,3,271.692135,78.0659238,99,273.663882,0,1,0
2020,4,271.263257,78.41839999999999,100,271.692135,0,1,0
2020,5,271.856284,78.3196168,101,271.263257,0,1,0
2020,6,301.875653,80.51448620000001,102,271.856284,0,1,0
2020,7,322.315303,81.0349578,103,301.875653,0,1,0
2020,8,328.45779600000003,81.1769128,104,322.315303,0,1,0
2020,9,333.095819,81.1123618,105,328.45779600000003,0,1,0
2020,10,320.742658,80.7546094,106,333.095819,0,1,0
2020,11,323.739054,80.47039520000001,107,320.742658,0,1,0
2020,12,286.708926,79.9944708,108,323.739054,0,1,0
2021,1,285.20651799999996,79.24871660000001,109,286.708926,0,1,0
2021,2,285.068808,83.72301780000001,110,285.20651799999996,0,1,0
2021,3,280.158345,83.8119324,111,285.068808,0,1,0
2021,4,296.54848100000004,89.5846146,112,280.158345,0,1,0
2021,5,309.586736,83.04333720000001,113,296.54848100000004,0,1,0
2021,6,329.331853,85.52869059999999,114,309.586736,0,1,0
2021,7,330.895527,85.72827980000001,115,329.331853,0,1,0
2021,8,353.57514,86.86971059999999,116,330.895527,0,1,0
2021,9,364.368516,88.3477838,117,353.57514,0,1,0
2021,10,347.51073499999995,88.88718300000001,118,364.368516,0,1,0
2021,11,346.809627,89.7215204,119,347.51073499999995,0,1,0
2021,12,319.208611,88.2487258,120,346.809627,0,1,0
2022,1,307.71193,85.74770500000001,121,319.208611,0,1,0
2022,2,302.364545,80.3449612,122,307.71193,0,1,0
2022,3,297.240897,89.2449302,123,302.364545,0,1,0
2022,4,310.814156,87.5298298,124,297.240897,0,1,0
2022,5,319.204641,92.01771099999999,125,310.814156,0,1,0
2022,6,349.623569,90.5025036,126,319.204641,0,1,0
2022,7,366.2,92.27000000000001,127,349.623569,0,1,0
2022,8,364.46829099999997,93.21178280000001,128,366.2,0,1,0
2022,9,376.252286,116.35031799999999,129,364.46829099999997,0,1,0
2022,10,352.18973800000003,106.21474560000001,130,376.252286,0,1,0
2022,11,355.73911300000003,95.3193828,131,352.18973800000003,0,1,0
2022,12,322.10148000000004,95.29733680000001,132,355.73911300000003,0,1,0
2023,1,313.90999999999997,99.79,133,322.10148000000004,0,1,0
2023,2,306.93,96.768,134,313.90999999999997,0,1,0
2023,3,344.95,93.876,135,306.93,0,1,0
2023,4,337.23,93.75800000000001,136,344.95,0,1,0
2023,5,337.43,92.48400000000001,137,337.23,0,1,0
2023,6,509.70000000000005,104.574,138,337.43,0,1,0
2023,7,401.3,101.77799999999999,139,509.70000000000005,0,1,0
2023,8,403.73,119.12800000000001,140,401.3,0,1,0
2023,9,400.64,94.732,141,403.73,0,1,0
2023,10,397.98,90.876,142,400.64,0,1,0
2023,11,382.67,99.656,143,397.98,0,1,0
2023,12,341.15,107.78399999999999,144,382.67,0,1,0
2024,1,339.44000000000005,116.39199999999998,145,341.15,0,1,0
2024,2,348.86,119.674,146,339.44000000000005,0,1,0
2024,3,339.42,116.53399999999999,147,348.86,0,1,0
2024,4,369.29,113.328,148,339.42,0,1,0
2024,5,370.49,126.10600000000002,149,369.29,0,1,0
2024,6,356.6,130.38400000000001,150,370.49,0,1,0
2024,7,414.52,135.01,151,356.6,0,1,0
2024,8,429.53999999999996,135.80839999999998,152,414.52,0,1,0
2024,9,441.06,147.7558,153,429.53999999999996,0,1,0
2024,10,438.188677,149.3511806,154,441.06,0,1,0
2024,11,419.31654,146.9945548,155,438.188677,0,1,0
2024,12,369.010643,125.06130340000001,156,419.31654,0,1,0
2012,1,239.15601600000002,104.5403192,1,134.149974,0,0,1
2012,2,229.52631,100.87835860000001,2,239.15601600000002,0,0,1
2012,3,239.86205999999999,108.7519286,3,229.52631,0,0,1
2012,4,238.90409,98.48824540000001,4,239.86205999999999,0,0,1
2012,5,253.88174899999999,105.99247559999999,5,238.90409,0,0,1
2012,6,269.796308,104.898803,6,253.88174899999999,0,0,1
2012,7,279.79906,105.8011962,7,269.796308,0,0,1
2012,8,272.031583,106.50448659999999,8,279.79906,0,0,1
2012,9,273.965245,107.2224528,9,272.031583,0,0,1
2012,10,271.268142,108.53936919999998,10,273.965245,0,0,1
2012,11,270.42424,108.22727420000001,11,271.268142,0,0,1
2012,12,251.81,107.78999999999999,12,270.42424,0,0,1
2013,1,232.214838,106.66826999999998,13,251.81,0,0,1
2013,2,226.84147000000002,102.2668068,14,232.214838,0,0,1
2013,3,242.382451,107.25112759999999,15,226.84147000000002,0,0,1
2013,4,249.076579,107.627223,16,242.382451,0,0,1
2013,5,261.453211,107.36599999999999,17,249.076579,0,0,1
2013,6,264.793606,107.9982934,18,261.453211,0,0,1
2013,7,271.53999999999996,107.554,19,264.793606,0,0,1
2013,8,281.630193,112.3249744,20,271.53999999999996,0,0,1
2013,9,275.643749,103.58666819999999,21,281.630193,0,0,1
2013,10,285.778962,111.71436200000001,22,275.643749,0,0,1
2013,11,272.48749,106.3550416,23,285.778962,0,0,1
2013,12,263.582626,110.1215792,24,272.48749,0,0,1
2014,1,255.09414900000002,108.34955640000001,25,263.582626,0,0,1
2014,2,208.12945,81.1966352,26,255.09414900000002,0,0,1
2014,3,258.852146,107.40085000000002,27,208.12945,0,0,1
2014,4,271.018366,106.8828456,28,258.852146,0,0,1
2014,5,265.77009499999997,107.44081980000001,29,271.018366,0,0,1
2014,6,285.062161,108.03586580000001,30,265.77009499999997,0,0,1
2014,7,289.565813,109.97604879999999,31,285.062161,0,0,1
2014,8,286.97772499999996,109.50133560000002,32,289.565813,0,0,1
2014,9,276.158574,99.9774422,33,286.97772499999996,0,0,1
2014,10,278.16789500000004,106.25661420000002,34,276.158574,0,0,1
2014,11,283.041579,105.72480700000001,35,278.16789500000004,0,0,1
2014,12,265.67396099999996,105.91449559999998,36,283.041579,0,0,1
2015,1,251.969648,105.7864548,37,265.67396099999996,0,0,1
2015,2,251.052187,107.6384908,38,251.969648,0,0,1
2015,3,255.645689,104.51168420000002,39,251.052187,0,0,1
2015,4,265.09088,106.8778642,40,255.645689,0,0,1
2015,5,278.119668,107.8952704,41,265.09088,0,0,1
2015,6,283.110029,106.7984672,42,278.119668,0,0,1
2015,7,297.724596,108.37082520000001,43,283.110029,0,0,1
2015,8,303.49388500000003,111.48462100000002,44,297.724596,0,0,1
2015,9,303.785295,106.551079,45,303.49388500000003,0,0,1
2015,10,306.88021200000003,110.38237920000002,46,303.785295,0,0,1
2015,11,298.38218,112.03120780000002,47,306.88021200000003,0,0,1
2015,12,277.750245,110.81994560000001,48,298.38218,0,0,1
2016,1,267.311292,111.41003580000002,49,277.750245,0,0,1
2016,2,271.357518,113.08664019999999,50,267.311292,0,0,1
2016,3,274.44588899999997,113.81831059999999,51,271.357518,0,0,1
2016,4,287.997641,114.2003672,52,274.44588899999997,0,0,1
2016,5,290.700208,115.2229368,53,287.997641,0,0,1
2016,6,305.214111,115.881081,54,290.700208,0,0,1
2016,7,309.10222,119.25690320000001,55,305.214111,0,0,1
2016,8,312.977226,119.26368779999999,56,309.10222,0,0,1
2016,9,316.49385800000005,120.3529168,57,312.977226,0,0,1
2016,10,314.389276,121.0497648,58,316.49385800000005,0,0,1
2016,11,307.333415,120.02053559999999,59,314.389276,0,0,1
2016,12,288.25,120.26200000000001,60,307.333415,0,0,1
2017,1,482.1781299700001,127.47082500000002,61,288.25,0,0,1
2017,2,268.691517,139.16257920000004,62,482.1781299700001,0,0,1
2017,3,281.14691400000004,124.026,63,268.691517,0,0,1
2017,4,293.62496,122.01590600000004,64,281.14691400000004,0,0,1
2017,5,287.089936,132.0361572,65,293.62496,0,0,1
2017,6,315.336837,125.2449614,66,287.089936,0,0,1
2017,7,320.783646,130.85399999999998,67,315.336837,0,0,1
2017,8,332.43999999999994,131.47600000000003,68,320.783646,0,0,1
2017,9,332.62417000000005,132.7491722,69,332.43999999999994,0,0,1
2017,10,326.90623500000004,133.594742,70,332.62417000000005,0,0,1
2017,11,324.281878,133.318983,71,326.90623500000004,0,0,1
2017,12,314.493685,133.9605648,72,324.281878,0,0,1
2018,1,289.565839,121.49921400000001,73,314.493685,0,0,1
2018,2,280.913723,118.78620700000002,74,289.565839,0,0,1
2018,3,264.705801,124.51838899999996,75,280.913723,0,0,1
2018,4,310.21470999999997,124.61117920000004,76,264.705801,0,0,1
2018,5,318.956003,125.277215,77,310.21470999999997,0,0,1
2018,6,333.385128,125.1463826,78,318.956003,0,0,1
2018,7,345.482508,125.78304939999995,79,333.385128,0,0,1
2018,8,351.017461,126.1890558,80,345.482508,0,0,1
2018,9,343.667535,126.73976379999999,81,351.017461,0,0,1
2018,10,333.112478,126.63955080000001,82,343.667535,0,0,1
2018,11,341.666245,134.1141746,83,333.112478,0,0,1
2018,12,334.036913,135.72739919999995,84,341.666245,0,0,1
2019,1,341.941234,136.3237812,85,334.036913,0,0,1
2019,2,336.38311,137.35296799999998,86,341.941234,0,0,1
2019,3,345.091931,138.33563619999998,87,336.38311,0,0,1
2019,4,365.881755,142.66921940000003,88,345.091931,0,0,1
2019,5,371.451011,136.05981719999994,89,365.881755,0,0,1
2019,6,387.168298,142.4452052,90,371.451011,0,0,1
2019,7,400.667303,146.024129,91,387.168298,0,0,1
2019,8,429.07203200000004,149.7527458,92,400.667303,0,0,1
2019,9,412.647597,146.56835900000004,93,429.07203200000004,0,0,1
2019,10,409.205066,150.10357839999995,94,412.647597,0,0,1
2019,11,413.70661,150.3566664,95,409.205066,0,0,1
2019,12,393.880994,150.56097659999995,96,413.70661,0,0,1
2020,1,373.188985,150.88814519999997,97,393.880994,0,0,1
2020,2,356.964229,151.1409908,98,373.188985,0,0,1
2020,3,363.056187,150.888,99,356.964229,0,0,1
2020,4,329.624934,143.6253058,100,363.056187,0,0,1
2020,5,337.329636,144.25339739999998,101,329.624934,0,0,1
2020,6,368.323582,142.22910499999998,102,337.329636,0,0,1
2020,7,413.691503,143.6006652,103,368.323582,0,0,1
2020,8,394.192158,138.92472440000012,104,413.691503,0,0,1
2020,9,381.970208,140.39779040000002,105,394.192158,0,0,1
2020,10,382.202458,138.691797,106,381.970208,0,0,1
2020,11,376.668639,136.7564734,107,382.202458,0,0,1
2020,12,351.29630000000003,134.84694080000003,108,376.668639,0,0,1
2021,1,321.923008,125.0942548,109,351.29630000000003,0,0,1
2021,2,307.263071,122.7382672,110,321.923008,0,0,1
2021,3,311.727214,126.3330862,111,307.263071,0,0,1
2021,4,316.87572,122.81527320000001,112,311.727214,0,0,1
2021,5,327.92701,118.96436920000001,113,316.87572,0,0,1
2021,6,349.54861900000003,119.52001800000001,114,327.92701,0,0,1
2021,7,348.754887,121.8913216,115,349.54861900000003,0,0,1
2021,8,361.595644,121.1837622,116,348.754887,0,0,1
2021,9,367.064039,123.1139228,117,361.595644,0,0,1
2021,10,376.481526,123.82916679999998,118,367.064039,0,0,1
2021,11,365.560945,122.5148352,119,376.481526,0,0,1
2021,12,351.691097,124.68652560000001,120,365.560945,0,0,1
2022,1,327.786449,123.90472700000001,121,351.691097,0,0,1
2022,2,318.99854600000003,122.7382672,122,327.786449,0,0,1
2022,3,311.57012599999996,120.46589039999999,123,318.99854600000003,0,0,1
2022,4,337.746622,125.65939060000001,124,311.57012599999996,0,0,1
2022,5,321.061588,121.86889779999998,125,337.746622,0,0,1
2022,6,366.894492,125.8007226,126,321.061588,0,0,1
2022,7,374.158051,127.26589099999998,127,366.894492,0,0,1
2022,8,400.380986,141.28266860000002,128,374.158051,0,0,1
2022,9,399.59601799999996,139.7015214,129,400.380986,0,0,1
2022,10,385.420507,140.52057480000002,130,399.59601799999996,0,0,1
2022,11,389.121776,139.76414060000002,131,385.420507,0,0,1
2022,12,363.062924,138.960902,132,389.121776,0,0,1
2023,1,344.72,135.934,133,363.062924,0,0,1
2023,2,356.27,143.806,134,344.72,0,0,1
2023,3,369.89,148.96200000000002,135,356.27,0,0,1
